category_code,category_description,category_hierarchy,hs8
7505,"NICKEL BARS, RODS, PROFILES AND WIRE:",Heading,75052200
75051,"Bars, rods and profiles:",HS Code,75051100
75051,"Bars, rods and profiles:",HS Code,75051200
750511,"Of nickel, not alloyed",HS Code,75051100
75051100,"Of nickel, not alloyed",Export Statistical Item,75051100
750512,Of nickel alloys,HS Code,75051200
75051200,Of nickel alloys,Export Statistical Item,75051200
75052,Wire:,HS Code,75052100
75052,Wire:,HS Code,75052200
750521,"Of nickel, not alloyed",HS Code,75052100
75052100,"Of nickel, not alloyed",Export Statistical Item,75052100
750522,Of nickel alloys,HS Code,75052200
75052200,Of nickel alloys,Export Statistical Item,75052200
7506,"NICKEL PLATES, SHEETS, STRIP AND FOIL:",Heading,75061000
7506,"NICKEL PLATES, SHEETS, STRIP AND FOIL:",Heading,75062000
750610,"Of nickel, not alloyed",HS Code,75061000
75061000,"Of nickel, not alloyed",Export Statistical Item,75061000
750620,Of nickel alloys,HS Code,75062000
75062000,Of nickel alloys,Export Statistical Item,75062000
7507,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES):",Heading,75071100
7507,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES):",Heading,75071200
7507,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES):",Heading,75072000
75071,Tubes and pipes:,HS Code,75071100
75071,Tubes and pipes:,HS Code,75071200
750711,"Of nickel, not alloyed",HS Code,75071100
75071100,"Of nickel, not alloyed",Export Statistical Item,75071100
750712,Of nickel alloys,HS Code,75071200
75071200,Of nickel alloys,Export Statistical Item,75071200
750720,Tube or pipe fittings,HS Code,75072000
75072000,Tube or pipe fittings,Export Statistical Item,75072000
7508,OTHER ARTICLES OF NICKEL:,Heading,75081000
7508,OTHER ARTICLES OF NICKEL:,Heading,75089000
750810,"Cloth, grill and netting, of nickel wire",HS Code,75081000
75081000,"Cloth, grill and netting, of nickel wire",Export Statistical Item,75081000
750890,Other,HS Code,75089000
75089000,Other,Export Statistical Item,75089000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76011000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76012000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76020010
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76020090
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76031000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76032000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76041000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76042100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76042929
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76051100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76051900
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76052100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76052900
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76061100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76061230
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76069130
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76069200
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76071100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76071900
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76072020
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76081000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76082000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76090000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76101000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76109000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76110000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76121000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76129000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76130000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76141000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76149000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76151010
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76152000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76161000
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76169100
76,ALUMINIUM AND ARTICLES THEREOF,Chapter,76169900
7601,UNWROUGHT ALUMINIUM:,Heading,76011000
7601,UNWROUGHT ALUMINIUM:,Heading,76012000
760110,"Aluminium, not alloyed",HS Code,76011000
76011000,"Aluminium, not alloyed",Export Statistical Item,76011000
760120,Aluminium alloys,HS Code,76012000
76012000,Aluminium alloys,Export Statistical Item,76012000
7602,ALUMINIUM WASTE AND SCRAP:,Heading,76020010
7602,ALUMINIUM WASTE AND SCRAP:,Heading,76020090
760200,ALUMINIUM WASTE AND SCRAP:,HS Code,76020010
760200,ALUMINIUM WASTE AND SCRAP:,HS Code,76020090
76020010,Beverage cans,Export Statistical Item,76020010
76020090,Other,Export Statistical Item,76020090
7603,ALUMINIUM POWDERS AND FLAKES:,Heading,76031000
7603,ALUMINIUM POWDERS AND FLAKES:,Heading,76032000
760310,Powders of non-lamellar structure,HS Code,76031000
76031000,Powders of non-lamellar structure,Export Statistical Item,76031000
760320,Powders of lamellar structure; flakes,HS Code,76032000
76032000,Powders of lamellar structure; flakes,Export Statistical Item,76032000
7604,"ALUMINIUM BARS, RODS AND PROFILES:",Heading,76041000
7604,"ALUMINIUM BARS, RODS AND PROFILES:",Heading,76042100
7604,"ALUMINIUM BARS, RODS AND PROFILES:",Heading,76042929
760410,"Of aluminium, not alloyed",HS Code,76041000
76041000,"Of aluminium, not alloyed",Export Statistical Item,76041000
76042,Of aluminium alloys:,HS Code,76042100
76042,Of aluminium alloys:,HS Code,76042929
760421,Hollow profiles,HS Code,76042100
76042100,Hollow profiles,Export Statistical Item,76042100
760429,Other,HS Code,76042929
76042929,Other,Export Statistical Item,76042929
7605,ALUMINIUM WIRE:,Heading,76051100
7605,ALUMINIUM WIRE:,Heading,76051900
7605,ALUMINIUM WIRE:,Heading,76052100
7605,ALUMINIUM WIRE:,Heading,76052900
76051,"Of aluminium, not alloyed:",HS Code,76051100
76051,"Of aluminium, not alloyed:",HS Code,76051900
760511,Of which the maximum cross-sectional dimension exceeds 7 mm,HS Code,76051100
76051100,Of which the maximum cross-sectional dimension exceeds 7 mm,Export Statistical Item,76051100
760519,Other,HS Code,76051900
76051900,Other,Export Statistical Item,76051900
76052,Of aluminium alloys:,HS Code,76052100
76052,Of aluminium alloys:,HS Code,76052900
760521,Of which the maximum cross-sectional dimension exceeds 7 mm,HS Code,76052100
76052100,Of which the maximum cross-sectional dimension exceeds 7 mm,Export Statistical Item,76052100
760529,Other,HS Code,76052900
76052900,Other,Export Statistical Item,76052900
7606,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM:",Heading,76061100
7606,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM:",Heading,76061230
7606,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM:",Heading,76069130
7606,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM:",Heading,76069200
76061,Rectangular (including square):,HS Code,76061100
76061,Rectangular (including square):,HS Code,76061230
760611,"Of aluminium, not alloyed",HS Code,76061100
76061100,"Of aluminium, not alloyed",Export Statistical Item,76061100
760612,Of aluminium alloys,HS Code,76061230
76061230,Of aluminium alloys,Export Statistical Item,76061230
76069,Other:,HS Code,76069130
76069,Other:,HS Code,76069200
760691,"Of aluminium, not alloyed",HS Code,76069130
76069130,"Of aluminium, not alloyed",Export Statistical Item,76069130
760692,Of aluminium alloys,HS Code,76069200
76069200,Of aluminium alloys,Export Statistical Item,76069200
7607,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM:",Heading,76071100
7607,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM:",Heading,76071900
7607,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM:",Heading,76072020
76071,Not backed:,HS Code,76071100
76071,Not backed:,HS Code,76071900
760711,Rolled but not further worked,HS Code,76071100
76071100,Rolled but not further worked,Export Statistical Item,76071100
760719,Other,HS Code,76071900
76071900,Other,Export Statistical Item,76071900
760720,Backed,HS Code,76072020
76072020,Backed,Export Statistical Item,76072020
7608,ALUMINIUM TUBES AND PIPES:,Heading,76081000
7608,ALUMINIUM TUBES AND PIPES:,Heading,76082000
760810,"Of aluminium, not alloyed",HS Code,76081000
76081000,"Of aluminium, not alloyed",Export Statistical Item,76081000
760820,Of aluminium alloys,HS Code,76082000
76082000,Of aluminium alloys,Export Statistical Item,76082000
7609,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",Heading,76090000
760900,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",HS Code,76090000
76090000,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",Export Statistical Item,76090000
7610,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALUSTRADES, PILLARS AND COLUMNS); ALUMINIUM PLATES, RODS, PROFILES, TUBES AND THE LIKE, PREPARED FOR USE IN STRUCTURES:",Heading,76101000
7610,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALUSTRADES, PILLARS AND COLUMNS); ALUMINIUM PLATES, RODS, PROFILES, TUBES AND THE LIKE, PREPARED FOR USE IN STRUCTURES:",Heading,76109000
761010,"Doors, windows and their frames and thresholds for doors",HS Code,76101000
76101000,"Doors, windows and their frames and thresholds for doors",Export Statistical Item,76101000
761090,Other,HS Code,76109000
76109000,Other,Export Statistical Item,76109000
7611,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT",Heading,76110000
761100,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT",HS Code,76110000
76110000,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT",Export Statistical Item,76110000
7612,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT:",Heading,76121000
7612,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT:",Heading,76129000
761210,Collapsible tubular containers,HS Code,76121000
76121000,Collapsible tubular containers,Export Statistical Item,76121000
761290,Other,HS Code,76129000
76129000,Other,Export Statistical Item,76129000
7613,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS,Heading,76130000
761300,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS,HS Code,76130000
76130000,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS,Export Statistical Item,76130000
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY INSULATED:",Heading,76141000
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY INSULATED:",Heading,76149000
761410,With steel core,HS Code,76141000
76141000,With steel core,Export Statistical Item,76141000
761490,Other,HS Code,76149000
76149000,Other,Export Statistical Item,76149000
7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM:",Heading,76151010
7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM:",Heading,76152000
761510,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",HS Code,76151010
76151010,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",Export Statistical Item,76151010
761520,Sanitary ware and parts thereof,HS Code,76152000
76152000,Sanitary ware and parts thereof,Export Statistical Item,76152000
7616,OTHER ARTICLES OF ALUMINIUM:,Heading,76161000
7616,OTHER ARTICLES OF ALUMINIUM:,Heading,76169100
7616,OTHER ARTICLES OF ALUMINIUM:,Heading,76169900
761610,"Nails, tacks, staples (other than those of 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",HS Code,76161000
76161000,"Nails, tacks, staples (other than those of 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",Export Statistical Item,76161000
76169,Other:,HS Code,76169100
76169,Other:,HS Code,76169900
761691,"Cloth, grill, netting and fencing, of aluminium wire",HS Code,76169100
76169100,"Cloth, grill, netting and fencing, of aluminium wire",Export Statistical Item,76169100
761699,Other,HS Code,76169900
76169900,Other,Export Statistical Item,76169900
78,LEAD AND ARTICLES THEREOF,Chapter,78011000
78,LEAD AND ARTICLES THEREOF,Chapter,78019100
78,LEAD AND ARTICLES THEREOF,Chapter,78019900
78,LEAD AND ARTICLES THEREOF,Chapter,78020000
78,LEAD AND ARTICLES THEREOF,Chapter,78041100
78,LEAD AND ARTICLES THEREOF,Chapter,78041900
78,LEAD AND ARTICLES THEREOF,Chapter,78042000
78,LEAD AND ARTICLES THEREOF,Chapter,78060030
7801,UNWROUGHT LEAD:,Heading,78011000
7801,UNWROUGHT LEAD:,Heading,78019100
7801,UNWROUGHT LEAD:,Heading,78019900
780110,Refined lead,HS Code,78011000
78011000,Refined lead,Export Statistical Item,78011000
78019,Other:,HS Code,78019100
78019,Other:,HS Code,78019900
780191,Containing by weight antimony as the principal other element,HS Code,78019100
78019100,Containing by weight antimony as the principal other element,Export Statistical Item,78019100
780199,Other,HS Code,78019900
78019900,Other,Export Statistical Item,78019900
7802,LEAD WASTE AND SCRAP,Heading,78020000
780200,LEAD WASTE AND SCRAP,HS Code,78020000
78020000,LEAD WASTE AND SCRAP,Export Statistical Item,78020000
7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES:",Heading,78041100
7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES:",Heading,78041900
7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES:",Heading,78042000
78041,"Plates, sheets, strip and foil:",HS Code,78041100
78041,"Plates, sheets, strip and foil:",HS Code,78041900
780411,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2mm",HS Code,78041100
78041100,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2mm",Export Statistical Item,78041100
780419,Other,HS Code,78041900
78041900,Other,Export Statistical Item,78041900
780420,Powders and flakes,HS Code,78042000
78042000,Powders and flakes,Export Statistical Item,78042000
7806,OTHER ARTICLES OF LEAD,Heading,78060030
780600,OTHER ARTICLES OF LEAD,HS Code,78060030
78060030,OTHER ARTICLES OF LEAD,Export Statistical Item,78060030
79,ZINC AND ARTICLES THEREOF,Chapter,79011100
79,ZINC AND ARTICLES THEREOF,Chapter,79011200
79,ZINC AND ARTICLES THEREOF,Chapter,79012000
79,ZINC AND ARTICLES THEREOF,Chapter,79020001
79,ZINC AND ARTICLES THEREOF,Chapter,79031000
79,ZINC AND ARTICLES THEREOF,Chapter,79039000
79,ZINC AND ARTICLES THEREOF,Chapter,79040000
79,ZINC AND ARTICLES THEREOF,Chapter,79050000
79,ZINC AND ARTICLES THEREOF,Chapter,79070020
7901,UNWROUGHT ZINC:,Heading,79011100
7901,UNWROUGHT ZINC:,Heading,79011200
7901,UNWROUGHT ZINC:,Heading,79012000
79011,"Zinc, not alloyed:",HS Code,79011100
79011,"Zinc, not alloyed:",HS Code,79011200
790111,Containing by weight 99.99% or more of zinc,HS Code,79011100
79011100,Containing by weight 99.99% or more of zinc,Export Statistical Item,79011100
790112,Containing by weight less than 99.99% of zinc,HS Code,79011200
79011200,Containing by weight less than 99.99% of zinc,Export Statistical Item,79011200
790120,Zinc alloys,HS Code,79012000
79012000,Zinc alloys,Export Statistical Item,79012000
7902,ZINC WASTE AND SCRAP,Heading,79020001
790200,ZINC WASTE AND SCRAP,HS Code,79020001
79020001,ZINC WASTE AND SCRAP,Export Statistical Item,79020001
7903,"ZINC DUST, POWDERS AND FLAKES:",Heading,79031000
7903,"ZINC DUST, POWDERS AND FLAKES:",Heading,79039000
790310,Zinc dust,HS Code,79031000
79031000,Zinc dust,Export Statistical Item,79031000
790390,Other,HS Code,79039000
79039000,Other,Export Statistical Item,79039000
7904,"ZINC BARS, RODS, PROFILES AND WIRE",Heading,79040000
790400,"ZINC BARS, RODS, PROFILES AND WIRE",HS Code,79040000
79040000,"ZINC BARS, RODS, PROFILES AND WIRE",Export Statistical Item,79040000
7905,"ZINC PLATES, SHEETS, STRIP AND FOIL",Heading,79050000
790500,"ZINC PLATES, SHEETS, STRIP AND FOIL",HS Code,79050000
79050000,"ZINC PLATES, SHEETS, STRIP AND FOIL",Export Statistical Item,79050000
7907,OTHER ARTICLES OF ZINC,Heading,79070020
790700,OTHER ARTICLES OF ZINC,HS Code,79070020
79070020,OTHER ARTICLES OF ZINC,Export Statistical Item,79070020
80,TIN AND ARTICLES THEREOF,Chapter,80011000
80,TIN AND ARTICLES THEREOF,Chapter,80012000
80,TIN AND ARTICLES THEREOF,Chapter,80020000
80,TIN AND ARTICLES THEREOF,Chapter,80030000
80,TIN AND ARTICLES THEREOF,Chapter,80070050
8001,UNWROUGHT TIN:,Heading,80011000
8001,UNWROUGHT TIN:,Heading,80012000
800110,"Tin, not alloyed",HS Code,80011000
80011000,"Tin, not alloyed",Export Statistical Item,80011000
800120,Tin alloys,HS Code,80012000
80012000,Tin alloys,Export Statistical Item,80012000
8002,TIN WASTE AND SCRAP,Heading,80020000
800200,TIN WASTE AND SCRAP,HS Code,80020000
80020000,TIN WASTE AND SCRAP,Export Statistical Item,80020000
8003,"TIN BARS, RODS, PROFILES AND WIRE",Heading,80030000
800300,"TIN BARS, RODS, PROFILES AND WIRE",HS Code,80030000
80030000,"TIN BARS, RODS, PROFILES AND WIRE",Export Statistical Item,80030000
8007,OTHER ARTICLES OF TIN,Heading,80070050
800700,OTHER ARTICLES OF TIN,HS Code,80070050
80070050,OTHER ARTICLES OF TIN,Export Statistical Item,80070050
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81011000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81019400
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81019600
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81019700
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81019950
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81021000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81029400
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81029500
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81029600
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81029700
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81029900
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81032000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81033000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81039000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81041100
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81041900
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81042000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81043000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81049000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81052000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81053000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81059000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81060000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81072000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81073000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81079000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81082000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81083000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81089000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81092000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81093000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81099000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81101000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81102000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81109000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81110000
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81121200
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81121300
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81121900
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81122100
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81122200
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81122900
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81125100
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81125200
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81125900
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81129229
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81129990
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,Chapter,81130000
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81011000
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81019400
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81019600
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81019700
8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81019950
810110,Powders,HS Code,81011000
81011000,Powders,Export Statistical Item,81011000
81019,Other:,HS Code,81019400
81019,Other:,HS Code,81019600
81019,Other:,HS Code,81019700
81019,Other:,HS Code,81019950
810194,"Unwrought tungsten, including bars and rods obtained simply by sintering",HS Code,81019400
81019400,"Unwrought tungsten, including bars and rods obtained simply by sintering",Export Statistical Item,81019400
810196,Wire,HS Code,81019600
81019600,Wire,Export Statistical Item,81019600
810197,Waste and scrap,HS Code,81019700
81019700,Waste and scrap,Export Statistical Item,81019700
810199,Other,HS Code,81019950
81019950,Other,Export Statistical Item,81019950
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81021000
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81029400
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81029500
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81029600
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81029700
8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP:",Heading,81029900
810210,Powders,HS Code,81021000
81021000,Powders,Export Statistical Item,81021000
81029,Other:,HS Code,81029400
81029,Other:,HS Code,81029500
81029,Other:,HS Code,81029600
81029,Other:,HS Code,81029700
81029,Other:,HS Code,81029900
810294,"Unwrought molybdenum, including bars and rods obtained simply by sintering",HS Code,81029400
81029400,"Unwrought molybdenum, including bars and rods obtained simply by sintering",Export Statistical Item,81029400
810295,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",HS Code,81029500
81029500,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",Export Statistical Item,81029500
810296,Wire,HS Code,81029600
81029600,Wire,Export Statistical Item,81029600
810297,Waste and scrap,HS Code,81029700
81029700,Waste and scrap,Export Statistical Item,81029700
810299,Other,HS Code,81029900
81029900,Other,Export Statistical Item,81029900
