category_code,category_description,category_hierarchy,hs8
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32082000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32089000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32091000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32099000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32100000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32110000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32121000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32129000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32131000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32139000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32141001
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32149000
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32151100
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32151900
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINT AND VARNISHES; PUTTY AND OTHER MASTICS; INKS",Chapter,32159000
3201,"TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES:",Heading,32011000
3201,"TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES:",Heading,32012000
3201,"TANNING EXTRACTS OF VEGETABLE ORIGIN; TANNINS AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES:",Heading,32019010
320110,Quebracho extract,HS Code,32011000
32011000,Quebracho extract,Export Statistical Item,32011000
320120,Wattle extract,HS Code,32012000
32012000,Wattle extract,Export Statistical Item,32012000
320190,Other,HS Code,32019010
32019010,Other,Export Statistical Item,32019010
3202,"SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS, WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING:",Heading,32021000
3202,"SYNTHETIC ORGANIC TANNING SUBSTANCES; INORGANIC TANNING SUBSTANCES; TANNING PREPARATIONS, WHETHER OR NOT CONTAINING NATURAL TANNING SUBSTANCES; ENZYMATIC PREPARATIONS FOR PRE-TANNING:",Heading,32029000
320210,Synthetic organic tanning substances,HS Code,32021000
32021000,Synthetic organic tanning substances,Export Statistical Item,32021000
320290,Other,HS Code,32029000
32029000,Other,Export Statistical Item,32029000
3203,"COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN",Heading,32030000
320300,"COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN",HS Code,32030000
32030000,"COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN",Export Statistical Item,32030000
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041100
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041200
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041300
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041400
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041500
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041600
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041700
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32041900
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32042000
3204,"SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32049000
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041100
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041200
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041300
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041400
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041500
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041600
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041700
32041,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter:,HS Code,32041900
320411,Disperse dyes and preparations based thereon,HS Code,32041100
32041100,Disperse dyes and preparations based thereon,Export Statistical Item,32041100
320412,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",HS Code,32041200
32041200,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",Export Statistical Item,32041200
320413,Basic dyes and preparations based thereon,HS Code,32041300
32041300,Basic dyes and preparations based thereon,Export Statistical Item,32041300
320414,Direct dyes and preparations based thereon,HS Code,32041400
32041400,Direct dyes and preparations based thereon,Export Statistical Item,32041400
320415,Vat dyes (including those usable in that state as pigments) and preparations based thereon,HS Code,32041500
32041500,Vat dyes (including those usable in that state as pigments) and preparations based thereon,Export Statistical Item,32041500
320416,Reactive dyes and preparations based thereon,HS Code,32041600
32041600,Reactive dyes and preparations based thereon,Export Statistical Item,32041600
320417,Pigments and preparations based thereon,HS Code,32041700
32041700,Pigments and preparations based thereon,Export Statistical Item,32041700
320419,"Other, including mixtures of colouring matter of two or more of 3204.11 to 3204.19",HS Code,32041900
32041900,"Other, including mixtures of colouring matter of two or more of 3204.11 to 3204.19",Export Statistical Item,32041900
320420,Synthetic organic products of a kind used as fluorescent brightening agents,HS Code,32042000
32042000,Synthetic organic products of a kind used as fluorescent brightening agents,Export Statistical Item,32042000
320490,Other,HS Code,32049000
32049000,Other,Export Statistical Item,32049000
3205,COLOUR LAKES; PREPARATIONS BASED ON COLOUR LAKES AS SPECIFIED IN NOTE 3 TO THIS CHAPTER,Heading,32050000
320500,COLOUR LAKES; PREPARATIONS BASED ON COLOUR LAKES AS SPECIFIED IN NOTE 3 TO THIS CHAPTER,HS Code,32050000
32050000,COLOUR LAKES; PREPARATIONS BASED ON COLOUR LAKES AS SPECIFIED IN NOTE 3 TO THIS CHAPTER,Export Statistical Item,32050000
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32061100
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32061900
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32062000
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32064100
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32064200
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32064930
3206,"OTHER COLOURING MATTER; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER, OTHER THAN THOSE OF 3203, 3204 or 3205; INORGANIC PRODUCTS OF A KIND USED AS LUMINOPHORES, WHETHER OR NOT CHEMICALLY DEFINED:",Heading,32065001
32061,Pigments and preparations based on titanium dioxide:,HS Code,32061100
32061,Pigments and preparations based on titanium dioxide:,HS Code,32061900
320611,Containing 80% or more by weight of titanium dioxide calculated on the dry matter,HS Code,32061100
32061100,Containing 80% or more by weight of titanium dioxide calculated on the dry matter,Export Statistical Item,32061100
320619,Other,HS Code,32061900
32061900,Other,Export Statistical Item,32061900
320620,Pigments and preparations based on chromium compounds,HS Code,32062000
32062000,Pigments and preparations based on chromium compounds,Export Statistical Item,32062000
32064,Other colouring matter and other preparations:,HS Code,32064100
32064,Other colouring matter and other preparations:,HS Code,32064200
32064,Other colouring matter and other preparations:,HS Code,32064930
320641,Ultramarine and preparations based thereon,HS Code,32064100
32064100,Ultramarine and preparations based thereon,Export Statistical Item,32064100
320642,Lithopone and other pigments and preparations based on zinc sulphide,HS Code,32064200
32064200,Lithopone and other pigments and preparations based on zinc sulphide,Export Statistical Item,32064200
320649,Other,HS Code,32064930
32064930,Other,Export Statistical Item,32064930
320650,Inorganic products of a kind used as luminophores,HS Code,32065001
32065001,Inorganic products of a kind used as luminophores,Export Statistical Item,32065001
3207,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LUSTRES AND SIMILAR PREPARATIONS, OF A KIND USED IN THE CERAMIC, ENAMELLING OR GLASS INDUSTRY; GLASS FRIT AND OTHER GLASS, IN THE FORM OF POWDER, GRANULES OR FLAKES:",Heading,32071000
3207,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LUSTRES AND SIMILAR PREPARATIONS, OF A KIND USED IN THE CERAMIC, ENAMELLING OR GLASS INDUSTRY; GLASS FRIT AND OTHER GLASS, IN THE FORM OF POWDER, GRANULES OR FLAKES:",Heading,32072000
3207,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LUSTRES AND SIMILAR PREPARATIONS, OF A KIND USED IN THE CERAMIC, ENAMELLING OR GLASS INDUSTRY; GLASS FRIT AND OTHER GLASS, IN THE FORM OF POWDER, GRANULES OR FLAKES:",Heading,32073000
3207,"PREPARED PIGMENTS, PREPARED OPACIFIERS AND PREPARED COLOURS, VITRIFIABLE ENAMELS AND GLAZES, ENGOBES (SLIPS), LIQUID LUSTRES AND SIMILAR PREPARATIONS, OF A KIND USED IN THE CERAMIC, ENAMELLING OR GLASS INDUSTRY; GLASS FRIT AND OTHER GLASS, IN THE FORM OF POWDER, GRANULES OR FLAKES:",Heading,32074000
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",HS Code,32071000
32071000,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",Export Statistical Item,32071000
320720,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations",HS Code,32072000
32072000,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations",Export Statistical Item,32072000
320730,Liquid lustres and similar preparations,HS Code,32073000
32073000,Liquid lustres and similar preparations,Export Statistical Item,32073000
320740,"Glass frit and other glass, in the form of powder, granules or flakes",HS Code,32074000
32074000,"Glass frit and other glass, in the form of powder, granules or flakes",Export Statistical Item,32074000
3208,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN A NON-AQUEOUS MEDIUM; SOLUTIONS AS DEFINED IN NOTE 4 TO THIS CHAPTER:",Heading,32081000
3208,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN A NON-AQUEOUS MEDIUM; SOLUTIONS AS DEFINED IN NOTE 4 TO THIS CHAPTER:",Heading,32082000
3208,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN A NON-AQUEOUS MEDIUM; SOLUTIONS AS DEFINED IN NOTE 4 TO THIS CHAPTER:",Heading,32089000
320810,Based on polyesters,HS Code,32081000
32081000,Based on polyesters,Export Statistical Item,32081000
320820,Based on acrylic or vinyl polymers,HS Code,32082000
32082000,Based on acrylic or vinyl polymers,Export Statistical Item,32082000
320890,Other,HS Code,32089000
32089000,Other,Export Statistical Item,32089000
3209,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN AN AQUEOUS MEDIUM:",Heading,32091000
3209,"PAINTS AND VARNISHES (INCLUDING ENAMELS AND LACQUERS) BASED ON SYNTHETIC POLYMERS OR CHEMICALLY MODIFIED NATURAL POLYMERS, DISPERSED OR DISSOLVED IN AN AQUEOUS MEDIUM:",Heading,32099000
320910,Based on acrylic or vinyl polymers,HS Code,32091000
32091000,Based on acrylic or vinyl polymers,Export Statistical Item,32091000
320990,Other,HS Code,32099000
32099000,Other,Export Statistical Item,32099000
3210,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER",Heading,32100000
321000,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER",HS Code,32100000
32100000,"OTHER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER",Export Statistical Item,32100000
3211,PREPARED DRIERS,Heading,32110000
321100,PREPARED DRIERS,HS Code,32110000
32110000,PREPARED DRIERS,Export Statistical Item,32110000
3212,"PIGMENTS (INCLUDING METALLIC POWDERS AND FLAKES) DISPERSED IN NON-AQUEOUS MEDIA, IN LIQUID OR PASTE FORM, OF A KIND USED IN THE MANUFACTURE OF PAINTS (INCLUDING ENAMELS); STAMPING FOILS; DYES AND OTHER COLOURING MATTER PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE:",Heading,32121000
